index,budget,id,imdb_id,original_language,original_title,popularity,release_date,revenue,runtime,title,vote_average,vote_count,success_level,success,0.5,1.0,1.5,2.0,2.5,3.0,3.5,4.0,4.5,5.0,total_votes,total_stars,avg_stars
41863,0,394176,tt5628044,en,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,0.177976,2016-04-26 00:00:00,0,65,Enter the Battlefield: Life on the Magic - The Gathering Pro Tour,6.5,4,0,t,12,6,6,22,58,113,191,295,124,58,885,3245.5,3.667231638418079
41880,0,190605,tt0000364,en,Panorama of Esplanade by Night,0.066255,1901-11-11 00:00:00,0,1,Panorama of Esplanade by Night,10,1,0,t,1,,,,1,1,3,3,1,,,,
41889,45000000,388399,tt4572514,en,Patriots Day,14.547939,2016-12-12 00:00:00,50548152,133,Patriots Day,6.8,631,90000000,f,,,,,,5,3,6,2,3,,,
41912,0,55157,tt0108074,cn,射鵰英雄傳之東成西就,1.944802,1993-02-05 00:00:00,0,103,Eagle Shooting Heroes,7,24,0,t,,2,1,2,2,12,16,11,3,4,,,
41914,0,168693,tt1259773,en,Milk,0.43351,1998-01-01 00:00:00,0,10,Milk,7.4,4,0,t,,,,,1,2,2,1,,,,,
41941,0,210079,tt2836202,it,Oltre il guado,1.798651,2013-06-21 00:00:00,0,87,Across the River,4.9,17,0,t,3,,,4,7,17,25,30,11,4,,,
41974,7400000,292280,tt4030600,en,The Bye Bye Man,19.225832,2017-01-12 00:00:00,26667197,96,The Bye Bye Man,5.1,262,14800000,t,,,3,1,3,2,1,,1,,,,
41980,0,126143,tt2090582,en,Of Two Minds,0.390121,2012-11-01 00:00:00,0,96,Of Two Minds,8,2,0,t,2,,,1,2,2,3,4,1,2,,,
41997,0,417427,tt5358714,ru,Хороший мальчик,1.254369,2016-11-10 00:00:00,0,95,The Good Boy,5.1,8,0,t,39,40,61,170,272,812,1373,1989,890,491,6137,22828.5,3.719814241486068
42002,0,359093,tt4875844,en,The 24 Hour War,1.372084,2016-11-20 00:00:00,0,99,The 24 Hour War,7.8,4,0,t,34,32,43,89,94,181,174,198,83,61,989,3149,3.1840242669362993
42004,0,382598,tt4993964,fr,À fond,6.636211,2016-11-11 00:00:00,0,91,Full Speed,5.8,105,0,t,14,13,14,22,81,152,290,396,161,100,1243,4567,3.674175382139984
42007,0,400749,tt0008329,en,Mothers of Men,0.001223,1917-01-01 00:00:00,0,64,Mothers of Men,0,0,0,t,30,39,56,100,131,219,163,108,25,20,891,2537.5,2.8479236812570146
42009,0,417056,tt3827684,en,The Hollow,1.518099,2016-10-07 00:00:00,0,128,The Hollow,5,14,0,t,63,56,46,102,96,132,86,61,27,31,700,1818,2.597142857142857
42011,0,384727,tt4840554,fr,L'Idéal,2.569793,2016-06-15 00:00:00,0,90,The Ideal,5.3,53,0,t,54,78,78,231,299,538,384,269,86,56,2073,6132.5,2.9582730342498795
42013,0,363689,tt4229298,en,The Unspoken,1.965783,2015-10-24 00:00:00,0,90,The Unspoken,4.5,20,0,t,20,24,30,58,78,79,72,53,18,7,439,1207,2.7494305239179955
42015,0,148031,tt0079173,en,Freedom Road,0.356672,1979-10-29 00:00:00,0,186,Freedom Road,3.5,2,0,t,11,16,17,55,79,170,166,154,48,32,748,2437.5,3.2586898395721926
42018,0,97073,tt0107812,en,Perry Mason: The Case of the Skin-Deep Scandal,0.000469,1993-02-19 00:00:00,0,91,Perry Mason: The Case of the Skin-Deep Scandal,0,0,0,t,6,6,7,10,48,89,119,129,62,22,498,1748,3.5100401606425704
42021,0,401544,tt5493706,en,Death Race 2050,5.209399,2017-01-17 00:00:00,0,93,Death Race 2050,3.7,43,0,t,2,2,2,12,14,27,24,19,1,5,108,335.5,3.1064814814814814
42053,0,289171,tt3022526,fr,Le Grimoire d'Arkandias,3.87515,2014-10-22 00:00:00,0,91,The Secret of Arkandias,5.6,27,0,t,22,5,5,8,4,4,9,7,2,2,68,140,2.0588235294117645
42094,0,89269,tt1737583,en,After the Fall,0.16021,2010-10-09 00:00:00,0,84,After the Fall,6,2,0,t,8,3,1,8,15,28,46,89,49,60,307,1183.5,3.8550488599348536
42150,2500000,428645,tt5968964,pt,Eu Fico Loko,1.948382,2017-01-12 00:00:00,0,,Eu Fico Loko,8.3,22,5000000,f,1,,,,1,2,4,4,,,,,
42152,0,380622,tt5231812,fr,Rester vertical,1.679783,2016-08-24 00:00:00,0,98,Staying Vertical,5.4,14,0,t,1,1,,,1,,7,5,6,,,,
42163,0,19054,tt0061914,en,The London Nobody Knows,0.221348,1967-01-01 00:00:00,0,53,The London Nobody Knows,5.5,3,0,t,4,2,1,6,5,22,30,68,36,34,208,805,3.8701923076923075
42172,185000000,293167,tt3731562,en,Kong: Skull Island,29.429112,2017-03-08 00:00:00,566652812,118,Kong: Skull Island,6.2,3161,370000000,t,4,3,6,9,10,7,3,3,,2,,,
42176,18000000,180863,tt2763304,en,T2 Trainspotting,17.645877,2017-01-27 00:00:00,41412709,117,T2 Trainspotting,7.1,795,36000000,t,,1,,2,,,3,5,,3,,,
42189,0,16382,tt1130981,es,Arráncame la vida,0.867611,2008-09-12 00:00:00,0,107,Tear This Heart Out,6.9,7,0,t,,,,,,1,1,,,,,,
42191,0,157803,tt3106946,en,Unbreakable: The Western States 100,0.120866,2012-11-22 00:00:00,0,105,Unbreakable: The Western States 100,7.8,2,0,t,2,3,,12,8,29,38,44,15,32,,,
42659,0,287647,tt3953834,ko,카트,1.467059,2014-11-13 00:00:00,0,103,Cart,6.8,5,0,t,,1,2,1,1,1,1,,,,,,
42197,0,301491,tt0135519,el,"Λατέρνα, Φτώχεια Και Φιλότιμο",0.212727,1955-11-12 00:00:00,0,91,The Hurdy-Gurdy,8,2,0,t,6,4,8,15,31,109,135,150,78,41,577,2082,3.6083188908145583
42208,0,425591,tt5710514,en,I Don't Feel at Home in This World Anymore,10.985332,2017-01-19 00:00:00,0,96,I Don't Feel at Home in This World Anymore,6.5,222,0,t,4,,,2,3,9,9,4,1,,,,
42213,0,416988,tt6087230,en,The Case of: JonBenét Ramsey,0.324125,2016-09-18 00:00:00,0,165,The Case of: JonBenét Ramsey,7,5,0,t,3,1,,2,,8,19,21,5,2,,,
42217,0,403605,tt5147214,id,Headshot,4.470779,2016-09-24 00:00:00,0,117,Headshot,6.4,80,0,t,11,5,2,4,6,15,23,65,61,60,252,996.5,3.9543650793650795
42285,3000000,132298,tt0196503,es,Dibu: La Película,0.344495,1997-07-10 00:00:00,0,105,Dibu: La Película,0,0,6000000,f,4,5,9,22,8,13,5,3,,2,,,
42312,0,45515,tt0164368,en,Au cœur du mensonge,1.320519,1999-01-13 00:00:00,0,113,The Color of Lies,4.9,11,0,t,1,2,,2,1,8,5,8,1,,,,
42335,0,380592,tt5465728,sv,Hopptornet,0.071101,2016-01-29 00:00:00,0,17,Ten Meter Tower,7,1,0,t,,,,,,,2,,,,,,
42341,0,60447,tt1297925,en,Devolved,0.374136,2010-03-22 00:00:00,0,87,Devolved,1.5,1,0,t,,1,2,,1,3,3,5,2,2,,,
42351,0,177979,tt0091742,de,Peng! Du bist tot!,0.002789,1987-04-15 00:00:00,0,0,Peng! Du bist tot!,0,0,0,t,3,,,7,,20,33,53,39,21,,,
42385,0,352885,tt1330018,en,The Book of Love,8.371598,2017-01-13 00:00:00,0,107,The Book of Love,6.6,32,0,t,4,5,5,2,4,18,26,10,2,3,79,237.5,3.0063291139240507
42393,0,331075,tt3587128,cn,恐怖在線,0.424794,2014-09-04 00:00:00,496000,95,Twilight Online,6.5,2,0,t,,,,1,2,4,6,2,1,3,,,
42407,0,69214,tt1094278,pl,Sztuczki,0.268886,2007-10-26 00:00:00,0,95,Tricks,7.3,6,0,t,1,1,,,,,,,,,,,
42413,4500000,51322,tt1314170,cn,Tung ngaan,0.574123,2010-10-13 00:00:00,0,97,The Child's Eye,4.3,11,9000000,f,1,,1,1,2,1,,,,,,,
42418,0,62941,tt0195658,en,The Doors - Live at the Bowl '68,0.222318,2012-10-22 00:00:00,0,62,The Doors - Live at the Bowl '68,6.1,6,0,t,28,29,27,79,101,174,208,210,143,99,1098,3722.5,3.390255009107468
42422,0,399417,tt4027504,en,Lazy Eye,0.316652,2016-11-11 00:00:00,0,87,Lazy Eye,6.7,6,0,t,6,4,7,9,15,26,53,55,41,34,250,911,3.644
42491,0,417004,tt6078822,en,The Escape,0.325683,2016-10-23 00:00:00,0,13,The Escape,7.2,6,0,t,,,,,,1,,,,,,,
42518,0,206899,tt0076146,ja,悲愁物語,0.018017,1977-01-01 00:00:00,0,93,A Tale of Sorrow and Sadness,6.7,3,0,t,2,1,1,2,7,12,13,13,6,10,67,235.5,3.514925373134328
42543,0,19349,tt0278793,en,The Up in Smoke Tour,1.312333,2000-12-02 00:00:00,0,119,The Up in Smoke Tour,7.7,18,0,t,1,,1,1,2,5,1,2,1,1,,,
42546,0,29457,tt0166604,en,F. est un salaud,1.022938,1998-01-01 00:00:00,0,91,Fögi Is a Bastard,5.9,11,0,t,1,,1,4,2,7,5,9,3,1,,,
42548,0,307696,tt3350724,en,Coda,1.377141,2013-07-13 00:00:00,0,9,Coda,8.4,11,0,t,,,,1,1,5,6,5,1,3,,,
42550,0,398541,tt2375589,en,Teenage Kicks,0.174875,2016-10-15 00:00:00,0,98,Teenage Kicks,7.7,3,0,t,,,2,,,2,,,1,,,,
42553,0,128149,tt1663661,pt,"Era uma vez eu, Verônica",1.01536,2012-09-09 00:00:00,0,91,Once Upon a Time Veronica,5.6,7,0,t,,,,,2,3,1,,,,,,
42556,0,336972,tt4666618,en,A Sinner in Mecca,0.249371,2015-04-29 00:00:00,0,79,A Sinner in Mecca,7.7,3,0,t,3,,2,3,5,14,22,17,5,6,,,
42559,0,248503,tt2569772,ja,陽だまりの彼女,1.941682,2013-10-11 00:00:00,0,128,Girl in the Sunny Place,6.5,5,0,t,1,,,1,1,2,3,9,4,1,,,
42562,0,257831,tt0070829,en,Traumstadt,0.387376,1973-11-15 00:00:00,0,124,Dream City,7.5,2,0,t,,,,1,,,,1,,,,,
42584,0,286,tt0853060,de,Deutschland. Ein Sommermärchen,1.158527,2006-10-03 00:00:00,0,107,Germany: A Summer's Fairytale,7.2,15,0,t,1,1,,2,,2,1,8,4,5,,,
42591,0,356381,tt4400174,fr,À peine j'ouvre les yeux,0.745905,2015-12-23 00:00:00,0,98,As I Open My Eyes,7.3,12,0,t,,,,1,,,3,2,,2,,,
42602,0,359029,tt4396584,en,Follow,0.278487,2015-09-26 00:00:00,0,74,Follow,5.5,6,0,t,2,,1,1,,6,4,6,4,1,,,
42629,0,415735,tt6295304,en,Sebastian Maniscalco: Why Would You Do That?,0.167998,2016-10-01 00:00:00,0,63,Sebastian Maniscalco: Why Would You Do That?,10,2,0,t,,,,2,2,4,4,2,,,,,
42632,0,422878,tt6191090,en,Wanda Sykes: What Happened… Ms. Sykes?,0.13719,2016-10-21 00:00:00,0,59,Wanda Sykes: What Happened… Ms. Sykes?,0,0,0,t,18,7,14,46,65,165,222,484,266,173,1460,5561.5,3.8092465753424656
42634,0,421552,tt6039474,en,Janeane Garofalo: If I May,0.093293,2016-10-27 00:00:00,0,66,Janeane Garofalo: If I May,8,1,0,t,4,,4,6,4,8,18,21,9,2,,,
42636,0,421556,tt4985772,en,Mo Mandel: Negative Reinforcement,0.083584,2016-11-03 00:00:00,0,67,Mo Mandel: Negative Reinforcement,0,0,0,t,,1,1,2,,1,,,,,,,
42638,0,425002,tt5841094,en,Dan Levy: Lion,0.062949,2016-11-17 00:00:00,0,0,Dan Levy: Lion,0,0,0,t,1,,,1,1,4,,2,1,,,,
42661,0,122959,tt2083141,en,Ballroom Dancer,0.150742,2011-11-20 00:00:00,0,78,Ballroom Dancer,5,1,0,t,,,,,1,1,1,1,,,,,
42677,0,25772,tt0991232,cn,Mor gwai tin si,0.115571,2006-01-01 00:00:00,0,83,Lethal Angels,5,1,0,t,1,,1,,,2,3,6,2,2,,,
42679,3000000,53080,tt1478325,en,Malibu Shark Attack,1.13806,2009-07-25 00:00:00,0,87,Malibu Shark Attack,3.8,17,6000000,f,1,,,,1,1,1,2,,,,,
42681,0,112708,tt0139091,en,Cage II,1.155263,1994-12-14 00:00:00,0,106,Cage II: The Arena of Death,2,1,0,t,1,,2,3,2,14,23,12,5,,,,
42698,0,155107,tt0309402,en,Buffalo Dance,0.205698,1894-09-23 00:00:00,0,1,Buffalo Dance,3.8,6,0,t,,,,,,3,1,5,,1,,,
42705,0,114372,tt1135522,ja,真救世主伝説 北斗の拳 ラオウ伝 激闘の章,2.451587,2007-04-28 00:00:00,0,95,Fist of the North Star: Legend of Raoh - Chapter of Fierce Fight,6.1,10,0,t,,,,,1,1,,,1,1,,,
42710,0,83090,tt0323869,ja,聖闘士星矢,3.565311,1987-07-18 00:00:00,0,46,Saint Seiya: Evil Goddess Eris,5.8,22,0,t,3,1,1,13,10,12,7,8,2,1,58,161.5,2.7844827586206895
42718,0,328327,tt5782140,en,Nick Di Paolo: Another Senseless Killing,0.039208,2015-02-17 00:00:00,0,56,Nick Di Paolo: Another Senseless Killing,0,0,0,t,20,15,12,46,97,216,320,419,171,104,1420,5111,3.5992957746478873
42721,0,323688,tt4286086,en,Brian Gaar: Jokes I Wrote At Work,0.022506,2015-02-05 00:00:00,0,59,Brian Gaar: Jokes I Wrote At Work,0,0,0,t,125,81,60,83,42,34,24,19,7,5,480,823,1.7145833333333333
42723,0,429803,tt5652920,en,Barry Hilton: The Live Series,0.02828,2015-02-17 00:00:00,0,0,Barry Hilton: The Live Series,0,0,0,t,216,154,148,268,285,422,368,280,108,76,2325,6272.5,2.6978494623655913
42725,0,327953,tt4454406,en,Ralphie May: Unruly,0.036387,2015-02-27 00:00:00,0,83,Ralphie May: Unruly,0,0,0,t,32,34,37,51,99,165,271,280,178,205,1352,4844.5,3.5832100591715976
42728,0,337405,tt4660086,en,Jim Norton: Contextually Inadequate,0.282009,2015-04-24 00:00:00,0,57,Jim Norton: Contextually Inadequate,7.8,5,0,t,11,19,12,36,49,104,123,133,57,50,594,2018,3.3973063973063975
42730,0,350762,tt4328992,en,Mick Foley: Cheap Pops,0.021185,2015-04-29 00:00:00,0,58,Mick Foley: Cheap Pops,0,0,0,t,8,1,4,25,29,89,139,176,51,35,557,1995.5,3.5825852782764813
42732,0,327352,tt4816108,en,Christopher Titus: Angry Pursuit of Happiness,0.671568,2014-09-27 00:00:00,0,105,Christopher Titus: Angry Pursuit of Happiness,10,2,0,t,12,11,12,32,37,103,92,100,36,45,480,1609.5,3.353125
42734,0,342546,tt4766892,en,Nick Swardson: Taste It,0.098582,2015-05-25 00:00:00,0,68,Nick Swardson: Taste It,10,2,0,t,56,45,51,99,130,264,246,204,80,75,1250,3876.5,3.1012
42736,0,346473,tt4566712,en,Lisa Lampanelli: Back to the Drawing Board,0.126769,2015-06-26 00:00:00,0,60,Lisa Lampanelli: Back to the Drawing Board,6.5,1,0,t,2,3,1,1,3,3,3,5,,,,,
42738,0,352036,tt4888576,en,Jay Pharoah: Can I Be Me?,0.468366,2015-08-01 00:00:00,0,62,Jay Pharoah: Can I Be Me?,6.3,2,0,t,95,97,87,223,307,681,715,720,291,312,3528,11783.5,3.3399943310657596
42740,0,359244,tt4512444,en,Craig Ferguson: Just Being Honest,0.242708,2015-09-10 00:00:00,0,75,Craig Ferguson: Just Being Honest,6.5,4,0,t,9,5,7,16,19,20,9,13,1,,,,
42761,0,281590,tt3864466,en,Kurt Metzger: White Precious,0.07805,2014-07-11 00:00:00,0,60,Kurt Metzger: White Precious,0,0,0,t,2,7,1,4,6,7,5,3,,5,,,
42763,0,306199,tt4226162,en,Joe Rogan: Rocky Mountain High,0.085771,2014-11-21 00:00:00,0,63,Joe Rogan: Rocky Mountain High,0,0,0,t,,,1,,1,5,,1,,,,,
42783,0,242409,tt2951888,en,The Thirteenth Tale,9.790376,2013-12-30 00:00:00,0,90,The Thirteenth Tale,6,18,0,t,1,,2,3,1,10,5,13,8,20,,,
42794,0,110001,tt0082424,es,La fuga de Segovia,0.075432,1981-11-07 00:00:00,0,0,Escape from Segovia,6.5,1,0,t,,,1,3,4,12,5,5,3,2,,,
42856,0,37213,tt0810415,ja,ラブ★コン,1.085039,2006-07-12 00:00:00,0,99,Lovely Complex,5.9,14,0,t,,,,,4,6,1,,1,,,,
42886,0,271467,tt2179936,en,School Dance,2.603625,2014-07-02 00:00:00,0,85,School Dance,7.1,29,0,t,,,,,,2,3,,,,,,
42900,0,53962,tt0353899,ru,Posrednik,1e-06,1990-01-01 00:00:00,0,0,The Mediator,5.3,4,0,t,1,1,1,8,14,27,44,47,19,21,183,667.5,3.6475409836065573
42935,0,241302,tt0091262,en,The Importance of Being Earnest,0.125014,1986-01-01 00:00:00,0,110,The Importance of Being Earnest,4,2,0,t,,,1,1,3,5,7,8,1,3,,,
42938,0,255635,tt3283804,tr,Tamam Mıyız?,1.574675,2013-11-29 00:00:00,0,92,Are We Ok?,6,8,0,t,1,,,1,2,7,8,13,3,1,,,
42943,2000000,371899,tt3775176,ru,Синдром Петрушки,0.158344,2015-11-05 00:00:00,0,90,The Puppet Syndrome,7,2,4000000,f,,1,,4,2,5,3,2,,,,,
42946,0,99343,tt1255891,en,Next Floor,1.192509,2008-10-03 00:00:00,0,11,Next Floor,6.7,23,0,t,3,1,,4,8,26,40,46,18,10,,,
42952,0,34311,tt0096118,en,Sleepaway Camp II: Unhappy Campers,4.066053,1988-10-31 00:00:00,0,80,Sleepaway Camp II: Unhappy Campers,5.8,54,0,t,,,,1,,1,2,1,2,1,,,
42956,0,424634,tt5376196,de,Wilde Maus,1.624783,2017-02-17 00:00:00,0,103,Wild Mouse,7,12,0,t,,1,,,1,2,2,2,1,,,,
42958,0,447511,tt0489663,en,The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,0.001247,2000-11-21 00:00:00,0,8,The Bridge on the River Kwai: An Appreciation by Filmmaker John Milius,0,0,0,t,8,2,1,6,15,36,48,64,24,16,220,777,3.5318181818181817
42973,0,441168,tt6237208,en,From Straight A's to XXX,1.677614,2017-02-11 00:00:00,0,87,From Straight A's to XXX,6.1,11,0,t,1,,1,,,5,4,2,,,,,
42984,0,85548,tt0081760,en,Windwalker,1.178642,1980-12-12 00:00:00,18,108,Windwalker,4.9,7,0,t,1,,,,,2,6,6,,,,,
42987,0,408219,tt4593196,en,Population Zero,0.939939,2016-04-26 00:00:00,0,84,Population Zero,5,10,0,t,2,,1,,1,6,6,6,9,5,,,
43007,0,1596,tt0462482,en,Population 436,3.313662,2006-07-04 00:00:00,0,88,Population 436,5.5,71,0,t,,,,,1,10,6,2,1,2,,,
43009,0,20860,tt0111293,en,The Stoned Age,2.207065,1994-12-05 00:00:00,0,90,The Stoned Age,5.7,18,0,t,2,2,3,7,7,6,6,13,8,2,56,176,3.142857142857143
43011,0,23134,tt0485161,en,Totally Awesome,0.492677,2006-11-07 00:00:00,0,94,Totally Awesome,3.5,4,0,t,,2,1,5,5,11,2,,2,3,,,
43014,0,18500,tt0418131,en,The Sandlot 2,2.695495,2005-05-03 00:00:00,0,97,The Sandlot 2,5.2,33,0,t,2,1,,1,7,10,6,,1,2,,,
43022,0,370741,tt0064336,en,Flor marchita,0.00323,1969-07-03 00:00:00,0,105,Flor marchita,0,0,0,t,10,6,9,16,10,13,8,5,,2,,,
43039,0,430156,tt6375308,en,David Bowie: The Last Five Years,1.559615,2017-01-07 00:00:00,0,90,David Bowie: The Last Five Years,7.8,11,0,t,,,1,2,,3,,2,,,,,
43081,0,256969,tt1965162,en,Boys of Abu Ghraib,2.597221,2014-03-15 00:00:00,0,103,Boys of Abu Ghraib,5.8,21,0,t,,1,,,2,4,1,1,,,,,
43177,0,422566,tt6210808,ar,"À mon âge, je me cache encore pour fumer",3.589741,2016-11-05 00:00:00,0,0,I still hide to smoke,5.5,2,0,t,,1,1,,3,8,12,13,6,7,,,
43244,0,172445,tt0007047,en,The Matrimaniac,0.241805,1916-12-16 00:00:00,0,46,The Matrimaniac,7,2,0,t,,,,,1,1,4,4,,,,,
43248,0,34057,tt0251744,en,In Memory of My Father,0.00972,2005-06-03 00:00:00,0,96,In Memory of My Father,0,0,0,t,2,1,1,1,,,1,,,,,,
43260,0,426265,tt5826432,en,Burning Sands,2.155753,2017-01-24 00:00:00,0,105,Burning Sands,6.3,30,0,t,1,1,3,1,4,1,1,1,1,,,,
43267,0,256476,tt1515208,en,Walking with the Enemy,2.313749,2014-04-25 00:00:00,0,124,Walking with the Enemy,7,5,0,t,1,,,1,1,4,9,7,3,3,,,
43269,40000000,141102,tt1984279,en,The Swan Princess Christmas,1.647024,2012-11-05 00:00:00,0,90,The Swan Princess Christmas,6,17,80000000,f,,1,,,3,2,3,3,2,1,,,
43289,0,426230,tt5816374,en,Band Aid,2.302455,2017-06-02 00:00:00,0,91,Band Aid,6.5,25,0,t,4,1,,,4,4,4,5,2,2,,,
43292,0,413998,tt4411596,en,My Cousin Rachel,12.855228,2017-06-08 00:00:00,2676077,106,My Cousin Rachel,5.7,91,0,t,,,,2,2,2,4,2,1,1,,,
43333,0,375898,tt4313608,fr,Paris-Willouby,1.161943,2016-01-20 00:00:00,0,83,Meet the Guilbys,5.2,14,0,t,7,1,4,5,18,45,63,109,68,50,370,1413,3.8189189189189188
43351,0,13651,tt0089108,es,Esperando La Carroza,1.224559,1985-05-06 00:00:00,0,87,Waiting for the Hearse,7.6,16,0,t,,1,,1,2,3,2,5,3,2,,,
43376,3900,45966,tt0042384,en,Day of the Fight,1.206349,1951-04-26 00:00:00,0,13,Day of the Fight,5.4,24,7800,f,8,2,4,16,25,76,156,239,155,91,772,2989,3.871761658031088
43383,0,30649,tt0248828,en,Carlin on Campus,0.448493,1984-04-18 00:00:00,0,59,Carlin on Campus,7.2,9,0,t,,,,,1,,4,2,,,,,
43389,65000,390883,tt5068650,en,The Dark Tapes,3.525879,2017-04-17 00:00:00,0,98,The Dark Tapes,5,20,130000,f,3,3,3,2,11,7,8,5,2,,,,
43391,0,401689,tt5327922,en,Mythica: The Godslayer,3.856398,2016-12-17 00:00:00,0,118,Mythica: The Godslayer,5.3,14,0,t,5,6,2,19,17,26,14,5,1,1,96,248.5,2.5885416666666665
43396,0,61708,tt0093951,en,Shake! Otis at Monterey,0.052331,1987-10-16 00:00:00,0,19,Shake! Otis at Monterey,6.9,4,0,t,14,7,10,34,69,175,353,529,313,168,1672,6394.5,3.824461722488038
43415,0,430830,tt6333064,en,Nobody Speak: Trials of the Free Press,0.765677,2017-01-24 00:00:00,0,105,Nobody Speak: Trials of the Free Press,5.5,11,0,t,2,,,5,9,19,18,14,5,4,,,
43419,0,451709,tt6218048,en,Lucas Brothers: On Drugs,0.552579,2017-04-18 00:00:00,0,49,Lucas Brothers: On Drugs,6.3,4,0,t,10,18,23,54,73,103,66,36,12,6,401,1116,2.7830423940149625
43444,0,445605,tt4379536,it,Slam - Tutto per una ragazza,5.372696,2016-11-20 00:00:00,0,100,Slam,5.9,26,0,t,2,1,1,1,5,11,14,15,12,6,68,244,3.588235294117647
43460,0,43158,tt0070121,en,Godspell: A Musical Based on the Gospel According to St. Matthew,1.516959,1973-03-21 00:00:00,0,103,Godspell: A Musical Based on the Gospel According to St. Matthew,6.7,14,0,t,7,5,9,36,47,88,105,125,63,23,508,1741.5,3.4281496062992125
43482,0,123592,tt0252611,tr,Korkusuz Korkak,0.216024,1979-01-01 00:00:00,0,0,Korkusuz Korkak,7,3,0,t,2,,,4,1,7,10,7,3,3,,,
43497,18000000,59219,tt0282108,pl,Quo Vadis,1.212036,2001-08-30 00:00:00,0,170,Quo Vadis,5.2,9,36000000,f,,2,,2,1,13,18,30,14,12,,,
43518,0,255358,tt0266791,en,Ne Valyay Duraka...,0.444896,1997-01-01 00:00:00,0,99,Don't Play the Fool...,4,4,0,t,,,,1,,1,5,5,2,2,,,
43528,0,14005,tt0169299,en,Terror Firmer,3.456735,1999-10-29 00:00:00,0,114,Terror Firmer,6.3,25,0,t,,,1,1,,1,3,1,,,,,
43538,0,149154,tt0288624,ru,Место на земле,0.225757,2001-06-12 00:00:00,0,126,A Place in the World,3.5,6,0,t,,,1,1,,,,,,,,,
43549,3200000,50530,tt1373243,ru,Tarif Novogodniy,0.314167,2008-12-04 00:00:00,3877492,86,The New Year's Rate Plan,5.6,8,6400000,f,2,2,1,4,6,12,9,3,1,3,43,126.5,2.941860465116279
43552,0,402223,tt5526660,ru,Одноклассницы,0.37441,2016-06-16 00:00:00,0,80,Classmates,4.1,8,0,t,2,1,1,4,4,12,10,10,2,1,47,146.5,3.117021276595745
43556,0,194089,tt0285903,en,The Pickaninny Dance from the “Passing Show”,0.230014,1894-05-16 00:00:00,0,1,The Pickaninny Dance from the “Passing Show”,6,2,0,t,7,11,12,23,31,80,49,38,9,11,271,815,3.007380073800738
43558,0,110486,tt0102653,en,Perfect Harmony,0.118558,1991-03-31 00:00:00,0,89,Perfect Harmony,3,2,0,t,122,60,52,66,64,70,59,55,22,21,591,1331.5,2.2529610829103217
43560,0,56746,tt0331701,es,El viaje de Carol,0.795422,2002-09-06 00:00:00,0,100,Carol's Journey,7,6,0,t,43,48,44,81,103,272,280,278,94,79,1322,4281,3.2382753403933435
43567,0,77235,tt1464606,en,You're So Cupid,0.836069,2010-11-06 00:00:00,0,93,You're So Cupid,4.8,15,0,t,,,,2,,,,,,3,,,
43571,0,348389,tt3567666,en,Stratton,2.876994,2017-07-06 00:00:00,0,94,Stratton,4.8,26,0,t,,,,,,5,1,1,1,1,,,
43589,0,58306,tt0449880,en,Devo: The Complete Truth About De-Evolution,4e-06,1993-11-19 00:00:00,0,90,Devo: The Complete Truth About De-Evolution,0,0,0,t,1,2,1,3,4,23,12,3,4,2,55,171,3.109090909090909
43608,0,39348,tt0805604,en,Sacco and Vanzetti,0.240888,2006-04-06 00:00:00,31894,80,Sacco and Vanzetti,0,0,0,t,1,,,2,4,5,7,5,3,1,,,
43624,0,315371,tt2860568,ru,Живая мишень,0.000431,1990-06-06 00:00:00,0,82,Human Target,5,1,0,t,,,,,1,1,1,,,2,,,
43626,0,151227,tt0102421,fr,Mayrig,0.510917,1991-11-27 00:00:00,0,157,Mother,6.5,4,0,t,,,2,,3,2,,,,1,,,
43628,0,14916,tt0097911,en,Moontrap,2.947234,1989-04-28 00:00:00,0,92,Moontrap,4.8,29,0,t,,,,2,,3,2,,,,,,
43631,0,18761,tt1440278,en,Rozygrysh,0.736912,2008-05-22 00:00:00,0,84,Practical Joke,5.4,7,0,t,,,,,,1,1,,,,,,
43633,0,172878,tt1426384,ru,Сказка про темноту,1.180238,2009-09-10 00:00:00,0,72,Tale in the Darkness,6.4,5,0,t,,,,,,2,2,,,1,,,
43635,0,25977,tt0854667,en,Showdown at Area 51,1.399429,2007-01-01 00:00:00,0,96,Showdown at Area 51,4.3,8,0,t,1,1,2,11,10,19,20,16,4,6,90,290.5,3.227777777777778
43652,0,144726,tt0074146,en,L'année sainte,1.237192,1976-04-23 00:00:00,0,85,Holy Year,7.2,3,0,t,5,2,3,4,17,34,59,67,42,23,256,940,3.671875
43675,0,371833,tt4974584,en,Harry Price: Ghost Hunter,0.618162,2015-12-27 00:00:00,0,90,Harry Price: Ghost Hunter,5.4,14,0,t,,,,,2,1,1,,1,,,,
43677,0,41581,tt0219207,ru,Незнайка на Луне,0.507336,1997-05-01 00:00:00,0,151,Dunno on the Moon,7,6,0,t,7,3,,5,7,27,36,43,16,9,,,
43679,0,331641,tt4572998,es,Techo y comida,0.751451,2015-12-04 00:00:00,0,0,Food and Shelter,5.5,11,0,t,96,82,79,184,210,336,203,168,64,52,1474,4080,2.76797829036635
